,x,y,v,id
0,347032.43313307303,5810405.006805061,0.00034960672908623813,"i=0,j=0"
1,347042.43313307303,5810405.006805061,0.8564799650986527,"i=0,j=1"
2,347052.43313307303,5810405.006805061,0.4803177892649365,"i=0,j=2"
3,347062.43313307303,5810405.006805061,0.8484951583036595,"i=0,j=3"
4,347072.43313307303,5810405.006805061,0.16902616272581716,"i=0,j=4"
5,347082.43313307303,5810405.006805061,0.7811675416197148,"i=0,j=5"
6,347092.43313307303,5810405.006805061,0.7346591458052045,"i=0,j=6"
7,347102.43313307303,5810405.006805061,0.8004194515578474,"i=0,j=7"
8,347112.43313307303,5810405.006805061,0.8775846066412929,"i=0,j=8"
9,347122.43313307303,5810405.006805061,0.3544280733543924,"i=0,j=9"
10,347132.43313307303,5810405.006805061,0.6352834600895674,"i=0,j=10"
11,347142.43313307303,5810405.006805061,0.34346743481502895,"i=0,j=11"
12,347152.43313307303,5810405.006805061,0.21495511726836214,"i=0,j=12"
13,347162.43313307303,5810405.006805061,0.9406019722367973,"i=0,j=13"
14,347172.43313307303,5810405.006805061,0.5855593398310112,"i=0,j=14"
15,347182.43313307303,5810405.006805061,0.963197204235468,"i=0,j=15"
16,347192.43313307303,5810405.006805061,0.0020856764710249776,"i=0,j=16"
17,347202.43313307303,5810405.006805061,0.5647281872343183,"i=0,j=17"
18,347212.43313307303,5810405.006805061,0.1225386490832443,"i=0,j=18"
19,347222.43313307303,5810405.006805061,0.3897170098422611,"i=0,j=19"
20,347232.43313307303,5810405.006805061,0.0647990145403019,"i=0,j=20"
21,347242.43313307303,5810405.006805061,0.7795265921753114,"i=0,j=21"
22,347252.43313307303,5810405.006805061,0.8976728348048449,"i=0,j=22"
23,347262.43313307303,5810405.006805061,0.21807553149857561,"i=0,j=23"
24,347272.43313307303,5810405.006805061,0.8390826978074358,"i=0,j=24"
25,347282.43313307303,5810405.006805061,0.24404246288718967,"i=0,j=25"
26,347292.43313307303,5810405.006805061,0.5390491718866798,"i=0,j=26"
27,347302.43313307303,5810405.006805061,0.8985020249170435,"i=0,j=27"
28,347312.43313307303,5810405.006805061,0.019052285111917477,"i=0,j=28"
29,347322.43313307303,5810405.006805061,0.6694995660561958,"i=0,j=29"
30,347332.43313307303,5810405.006805061,0.4280797101487124,"i=0,j=30"
31,347342.43313307303,5810405.006805061,0.06490222439360371,"i=0,j=31"
32,347352.43313307303,5810405.006805061,0.4288261884444242,"i=0,j=32"
33,347362.43313307303,5810405.006805061,0.5517572817514904,"i=0,j=33"
34,347372.43313307303,5810405.006805061,0.7741523632483887,"i=0,j=34"
35,347382.43313307303,5810405.006805061,0.952263778385431,"i=0,j=35"
36,347392.43313307303,5810405.006805061,0.48700796245982814,"i=0,j=36"
37,347402.43313307303,5810405.006805061,0.9794798932227203,"i=0,j=37"
38,347412.43313307303,5810405.006805061,0.9402387752174686,"i=0,j=38"
39,347422.43313307303,5810405.006805061,0.7428972653670415,"i=0,j=39"
40,347432.43313307303,5810405.006805061,0.09885881867955615,"i=0,j=40"
41,347442.43313307303,5810405.006805061,0.7087258722996793,"i=0,j=41"
42,347452.43313307303,5810405.006805061,0.4751821842117254,"i=0,j=42"
43,347462.43313307303,5810405.006805061,0.7478782730196922,"i=0,j=43"
44,347472.43313307303,5810405.006805061,0.17675046009247075,"i=0,j=44"
45,347482.43313307303,5810405.006805061,0.35968634434053304,"i=0,j=45"
46,347492.43313307303,5810405.006805061,0.8644172393075438,"i=0,j=46"
47,347502.43313307303,5810405.006805061,0.26226238095232424,"i=0,j=47"
48,347512.43313307303,5810405.006805061,0.6740893093499958,"i=0,j=48"
49,347522.43313307303,5810405.006805061,0.5538363568136037,"i=0,j=49"
50,347532.43313307303,5810405.006805061,0.7245930823749474,"i=0,j=50"
51,347542.43313307303,5810405.006805061,0.4960297229934808,"i=0,j=51"
52,347552.43313307303,5810405.006805061,0.5984337960402628,"i=0,j=52"
53,347562.43313307303,5810405.006805061,0.8057373520858631,"i=0,j=53"
54,347572.43313307303,5810405.006805061,0.5125969733572784,"i=0,j=54"
