,x,y,v,id
0,12.75041093716988,52.422436886116536,0.6797305302309862,"i=0,j=0"
1,12.75055787722993,52.422439682809156,0.5218919827979669,"i=0,j=1"
2,12.750704817314093,52.422442479319294,0.06781688636307026,"i=0,j=2"
3,12.750851757422367,52.42244527564695,0.8851643788950638,"i=0,j=3"
4,12.750998697554754,52.42244807179212,0.8413375296445688,"i=0,j=4"
5,12.751145637711248,52.4224508677548,0.21266577200225079,"i=0,j=5"
6,12.751292577891851,52.422453663534995,0.007376781831796353,"i=0,j=6"
7,12.751439518096559,52.42245645913272,0.1675000242526814,"i=0,j=7"
8,12.751586458325372,52.42245925454794,0.026549703082773934,"i=0,j=8"
9,12.751733398578285,52.422462049780684,0.08200839259297277,"i=0,j=9"
10,12.751880338855301,52.42246484483094,0.9853709737743889,"i=0,j=10"
11,12.752027279156417,52.422467639698716,0.3357055438427373,"i=0,j=11"
12,12.752174219481631,52.42247043438401,0.6953499475131598,"i=0,j=12"
13,12.752321159830942,52.42247322888681,0.5277300977765491,"i=0,j=13"
14,12.752468100204347,52.422476023207125,0.9465266309566027,"i=0,j=14"
15,12.752615040601844,52.42247881734496,0.6416204417937936,"i=0,j=15"
16,12.752761981023435,52.4224816113003,0.8887349574273342,"i=0,j=16"
17,12.752908921469116,52.422484405073156,0.6712189322920361,"i=0,j=17"
18,12.753055861938883,52.42248719866353,0.22571313676477045,"i=0,j=18"
19,12.753202802432739,52.42248999207142,0.8458014671316567,"i=0,j=19"
20,12.753349742950682,52.422492785296825,0.12671169389619175,"i=0,j=20"
21,12.753496683492706,52.422495578339735,0.23641965438112034,"i=0,j=21"
22,12.753643624058814,52.42249837120016,0.6495810650029992,"i=0,j=22"
23,12.753790564649002,52.4225011638781,0.022109973598864907,"i=0,j=23"
24,12.75393750526327,52.42250395637357,0.5569952166686432,"i=0,j=24"
25,12.754084445901615,52.42250674868654,0.17838826134854258,"i=0,j=25"
26,12.754231386564035,52.42250954081702,0.21489089902503655,"i=0,j=26"
27,12.754378327250532,52.42251233276502,0.12056567007713848,"i=0,j=27"
28,12.754525267961101,52.42251512453053,0.6717311503236609,"i=0,j=28"
29,12.754672208695741,52.42251791611355,0.6065403499202511,"i=0,j=29"
30,12.75481914945445,52.42252070751408,0.613059061771749,"i=0,j=30"
31,12.754966090237229,52.42252349873214,0.10099032985807188,"i=0,j=31"
32,12.755113031044074,52.42252628976771,0.4237056215276743,"i=0,j=32"
33,12.755259971874985,52.42252908062078,0.842421819551284,"i=0,j=33"
34,12.755406912729958,52.42253187129137,0.7886623735781667,"i=0,j=34"
35,12.755553853608992,52.42253466177947,0.711111432985842,"i=0,j=35"
36,12.755700794512089,52.42253745208509,0.0474773488441409,"i=0,j=36"
37,12.755847735439245,52.422540242208214,0.14271324091656934,"i=0,j=37"
38,12.755994676390454,52.422543032148866,0.19918713282328326,"i=0,j=38"
39,12.756141617365724,52.42254582190701,0.5880738991029779,"i=0,j=39"
40,12.756288558365043,52.422548611482675,0.11733679896502247,"i=0,j=40"
41,12.756435499388418,52.42255140087586,0.7297119664615365,"i=0,j=41"
42,12.756582440435844,52.42255419008655,0.519442693769349,"i=0,j=42"
43,12.756729381507318,52.422556979114745,0.3667448953935136,"i=0,j=43"
44,12.75687632260284,52.422559767960465,0.6649572012830569,"i=0,j=44"
45,12.75702326372241,52.422562556623696,0.6628091276331849,"i=0,j=45"
46,12.757170204866023,52.42256534510444,0.03783168709217155,"i=0,j=46"
47,12.757317146033678,52.422568133402685,0.29471399924008534,"i=0,j=47"
48,12.757464087225378,52.42257092151845,0.28481970572484017,"i=0,j=48"
49,12.757611028441115,52.422573709451726,0.5085468485817877,"i=0,j=49"
50,12.757757969680892,52.42257649720252,0.6073132730227407,"i=0,j=50"
51,12.757904910944704,52.42257928477082,0.5648221900384046,"i=0,j=51"
52,12.758051852232553,52.42258207215664,0.19107722262466464,"i=0,j=52"
53,12.758198793544436,52.42258485935996,0.14118618814194783,"i=0,j=53"
54,12.75834573488035,52.4225876463808,0.7258241335966154,"i=0,j=54"
55,12.758492676240294,52.42259043321914,0.7088384332761275,"i=0,j=55"
56,12.758639617624269,52.422593219875004,0.5694012093228685,"i=0,j=56"
57,12.758786559032272,52.42259600634837,0.9695863718972063,"i=0,j=57"
58,12.758933500464298,52.42259879263925,0.02916027296363155,"i=0,j=58"
59,12.75908044192035,52.42260157874764,0.2720697810505316,"i=0,j=59"
60,12.759227383400424,52.42260436467355,0.7849294282387981,"i=0,j=60"
61,12.75937432490452,52.422607150416965,0.24117760447199244,"i=0,j=61"
62,12.759521266432635,52.422609935977896,0.014522851659129477,"i=0,j=62"
63,12.759668207984769,52.422612721356316,0.2875502786142945,"i=0,j=63"
64,12.75981514956092,52.422615506552276,0.29104024295002884,"i=0,j=64"
65,12.759962091161082,52.42261829156574,0.9175912700405974,"i=0,j=65"
66,12.76010903278526,52.42262107639671,0.47931748924857487,"i=0,j=66"
67,12.76025597443345,52.42262386104519,0.8758628505238677,"i=0,j=67"
68,12.760402916105653,52.42262664551119,0.472296842784917,"i=0,j=68"
69,12.76054985780186,52.42262942979469,0.6185341935372921,"i=0,j=69"
70,12.760696799522075,52.422632213895696,0.870027472794399,"i=0,j=70"
71,12.760843741266296,52.42263499781422,0.5146144203243037,"i=0,j=71"
72,12.760990683034523,52.42263778155025,0.3607082363921299,"i=0,j=72"
73,12.76113762482675,52.4226405651038,0.20453350370360557,"i=0,j=73"
74,12.761284566642978,52.42264334847485,0.7841667676022168,"i=0,j=74"
75,12.761431508483204,52.42264613166341,0.36773296527091415,"i=0,j=75"
76,12.761578450347432,52.42264891466948,0.3509634610595084,"i=0,j=76"
77,12.761725392235652,52.42265169749307,0.17361472744733208,"i=0,j=77"
78,12.761872334147869,52.42265448013417,0.33296628857317456,"i=0,j=78"
79,12.762019276084077,52.422657262592764,0.6622740887470486,"i=0,j=79"
80,12.762166218044277,52.422660044868884,0.19379262435093703,"i=0,j=80"
81,12.762313160028468,52.42266282696251,0.5593063277982596,"i=0,j=81"
82,12.762460102036647,52.42266560887364,0.12818596728189613,"i=0,j=82"
83,12.76260704406881,52.42266839060228,0.6598536633981162,"i=0,j=83"
84,12.750415511824995,52.42234705235512,0.5251514811111357,"i=1,j=0"
85,12.75056245158685,52.422349849038724,0.9873687538338048,"i=1,j=1"
86,12.750709391372817,52.422352645539846,0.9350495576697105,"i=1,j=2"
87,12.750856331182895,52.422355441858485,0.06558539914060812,"i=1,j=3"
88,12.751003271017085,52.422358237994644,0.3384778031179716,"i=1,j=4"
89,12.751150210875382,52.42236103394832,0.4749718142324405,"i=1,j=5"
90,12.751297150757788,52.4223638297195,0.3394666768880521,"i=1,j=6"
91,12.7514440906643,52.42236662530819,0.2615478656655462,"i=1,j=7"
92,12.751591030594914,52.422369420714425,0.04922687729070663,"i=1,j=8"
93,12.751737970549632,52.422372215938154,0.36359637133971046,"i=1,j=9"
94,12.751884910528451,52.4223750109794,0.3570403015459189,"i=1,j=10"
95,12.752031850531369,52.42237780583816,0.6305662575073577,"i=1,j=11"
96,12.752178790558384,52.422380600514444,0.9139767391447648,"i=1,j=12"
97,12.752325730609497,52.42238339500824,0.16764020174119654,"i=1,j=13"
98,12.752472670684703,52.422386189319546,0.4369128761462493,"i=1,j=14"
99,12.752619610784004,52.42238898344837,0.9762930069546201,"i=1,j=15"
100,12.752766550907396,52.42239177739471,0.5375819522584452,"i=1,j=16"
101,12.752913491054878,52.42239457115856,0.8038074231259,"i=1,j=17"
102,12.753060431226448,52.42239736473993,0.10749385929336774,"i=1,j=18"
103,12.753207371422105,52.42240015813881,0.8585309893799282,"i=1,j=19"
104,12.753354311641848,52.4224029513552,0.36059493420448585,"i=1,j=20"
105,12.753501251885673,52.42240574438912,0.969606641283037,"i=1,j=21"
106,12.753648192153582,52.42240853724054,0.6327558391441661,"i=1,j=22"
107,12.753795132445571,52.42241132990948,0.5042763224264162,"i=1,j=23"
108,12.753942072761639,52.422414122395935,0.8319147732340555,"i=1,j=24"
109,12.754089013101783,52.42241691469991,0.356351223470988,"i=1,j=25"
110,12.754235953466004,52.42241970682139,0.5207715529626726,"i=1,j=26"
111,12.7543828938543,52.42242249876038,0.11634406279316711,"i=1,j=27"
112,12.754529834266668,52.4224252905169,0.8480217013514441,"i=1,j=28"
113,12.75467677470311,52.422428082090924,0.30059012550012,"i=1,j=29"
114,12.754823715163619,52.422430873482455,0.30929846316993215,"i=1,j=30"
115,12.754970655648195,52.42243366469151,0.3689625648889302,"i=1,j=31"
116,12.755117596156838,52.42243645571808,0.5740776521961661,"i=1,j=32"
117,12.755264536689547,52.422439246562156,0.6075549802999163,"i=1,j=33"
118,12.75541147724632,52.42244203722375,0.9052905396016538,"i=1,j=34"
119,12.755558417827153,52.422444827702854,0.5376647377671127,"i=1,j=35"
120,12.755705358432047,52.42244761799948,0.4200606579517504,"i=1,j=36"
121,12.755852299061,52.42245040811361,0.5335516585928031,"i=1,j=37"
122,12.75599923971401,52.42245319804526,0.08575869021401994,"i=1,j=38"
123,12.756146180391076,52.42245598779442,0.9326534322029912,"i=1,j=39"
